d,null_tall,tall_pos,not_tall,very_tall,not_very_tall_lit,not_very_tall_exh
73.13333333333333,-2.9905366831840334,-2.260602571213353,-5.744160558466699,-2.1532067538296342,-3.8959959885713937,-2.7979862637924433
73.2,-3.027910820281168,-2.2865491425690925,-5.872077841820654,-2.1730885245867495,-3.958406119417792,-2.845393488967015
73.26666666666667,-3.0659130941362296,-2.3136268268210607,-6.002502093756616,-2.1942018640844365,-4.021707133164588,-2.894183478409076
73.33333333333333,-3.104543504749226,-2.3418151518607617,-6.135455773512071,-2.2165081619994065,-4.085895178880759,-2.944354214522654
73.4,-3.1438020521201655,-2.371093919428184,-6.27094448427703,-2.2399896815599494,-4.150979281341103,-2.9958653507737782
73.46666666666667,-3.183688736249032,-2.401442945362218,-6.408985917962132,-2.26464997343656,-4.2169315044839015,-3.048693794314047
73.53333333333333,-3.224203557135833,-2.432848511825002,-6.549593376388058,-2.290462544225458,-4.283757664778879,-3.102840420554739
73.6,-3.2653465147805694,-2.4652865822213648,-6.692775752466766,-2.317407714836958,-4.348902883852484,-3.1582699479083036
73.66666666666667,-3.307117609183249,-2.498743825825416,-6.838553409674441,-2.345466595061186,-4.420026536716581,-3.21497175956855
73.73333333333333,-3.349516840343855,-2.533201681374277,-6.986921650251413,-2.3746937786305553,-4.489454614617447,-3.272915388391113
73.8,-3.3925442082623958,-2.568644936825105,-7.1379200178542535,-2.404859151828637,-4.559751407381345,-3.3320967388234246
73.86666666666667,-3.4361997129388806,-2.6050570772829866,-7.291554570648978,-2.436171067921366,-4.630906876394338,-3.392480099205392
73.93333333333334,-3.480483354373291,-2.6424223566557314,-7.447815364544428,-2.468517863088365,-4.702917929352607,-3.454053124296509
74,-3.5253951325656367,-2.6807293020566103,-7.606690724266612,-2.501913210305014,-4.775776847170704,-3.516810423789077
74.06666666666666,-3.570935047515917,-2.7199607289539163,-7.768252984872466,-2.536326623445897,-4.849483218578404,-3.580719361163393
74.13333333333333,-3.617103099224132,-2.760101927273684,-7.932485922735489,-2.5717466905464863,-4.924030062946851,-3.6457722101144947
74.2,-3.6638992876902927,-2.8011395917240196,-8.099392704975882,-2.608156699586463,-4.999419582850839,-3.711952975683221
